INFO: BenchmarkParams{sampleLimit=null, threads=1, delayMs=300, gpuConfig='5090', modelName='qwen2.5-coder:14b', modelUrl='https://reproduce-bubble-females-recovery.trycloudflare.com/v1/completions', apiKey='null', contextSize=4096, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
619, 700, 76
808, 3048, 108
1641, 547, 68
611, 369, 124
594, 1341, 31
995, 3590, 48
542, 227, 42
699, 2140, 48
541, 784, 28
577, 483, 87
957, 2536, 131
869, 808, 123
763, 2521, 47
964, 3468, 32
695, 587, 97
1017, 2954, 33
590, 726, 46
653, 1383, 70
704, 1815, 58
493, 1755, 56
802, 243, 93
579, 992, 41
517, 447, 36
495, 490, 42
495, 441, 26
665, 400, 49
698, 2149, 37
843, 979, 47
554, 976, 73
431, 411, 0
670, 331, 47
560, 164, 49
841, 1198, 57
597, 266, 122
788, 890, 28
1020, 3771, 52
634, 1737, 27
845, 2726, 59
632, 739, 103
443, 351, 0
516, 630, 34
613, 1514, 46
545, 1130, 0
588, 587, 85
525, 616, 43
795, 856, 88
467, 327, 0
905, 3541, 5
610, 1505, 39
842, 3237, 0
868, 2766, 86
569, 379, 58
461, 447, 5
478, 677, 0
804, 2381, 59
568, 1183, 31
543, 327, 66
629, 617, 70
463, 857, 32
728, 1457, 69
560, 913, 68
565, 747, 32
553, 417, 73
605, 353, 68
504, 430, 11
755, 2235, 49
584, 1028, 34
494, 1227, 36
477, 1837, 70
643, 920, 82
532, 153, 97
746, 463, 42
608, 808, 62
1238, 1758, 120
621, 856, 59
606, 1349, 59
619, 2078, 107
717, 2147, 34
450, 352, 29
537, 863, 46
481, 344, 40
746, 1987, 0
491, 402, 39
689, 1013, 28
718, 1607, 60
593, 775, 73
629, 1965, 0
789, 187, 48
481, 606, 13
509, 1592, 36
618, 937, 54
545, 326, 58
641, 1301, 68
604, 827, 48
799, 2855, 30
1066, 2117, 119
621, 485, 85
534, 556, 36
1089, 3074, 91
897, 2147, 83
592, 2641, 82
900, 1107, 120
927, 3891, 3
499, 667, 27
635, 1527, 60
498, 41, 60
689, 640, 127
946, 2853, 85
1062, 3922, 57
1049, 2004, 98
503, 1040, 9
569, 948, 33
1057, 2982, 129
507, 295, 62
561, 687, 50
892, 1852, 115
690, 1131, 35
779, 1501, 102
693, 1186, 84
947, 1177, 73
494, 760, 36
534, 794, 48
536, 233, 58
916, 3054, 71
718, 2627, 0
472, 683, 61
625, 1009, 80
948, 2486, 32
1234, 3083, 43
882, 2310, 86
455, 474, 38
515, 198, 36
581, 1066, 50
494, 215, 54
562, 382, 112
529, 460, 45
569, 292, 58
679, 1615, 75
629, 574, 134
710, 481, 50
521, 1804, 70
568, 759, 46
536, 301, 56
581, 1080, 35
507, 447, 45
500, 584, 33
630, 1454, 43
759, 2363, 66
480, 278, 44
828, 1192, 49
505, 576, 29
687, 514, 176
744, 1163, 108
696, 1033, 60
736, 3160, 48
518, 192, 27
579, 618, 43
875, 2514, 106
523, 699, 33
1013, 3892, 57
400, 1413, 0
632, 900, 78
558, 483, 55
788, 1350, 100
741, 317, 71
772, 374, 106
669, 1413, 61
1143, 3471, 118
428, 1443, 29
874, 3075, 35
473, 249, 25
515, 137, 77
865, 2531, 40
601, 1980, 99
733, 2163, 38
655, 1015, 100
883, 2812, 66
584, 1099, 24
488, 507, 31
515, 657, 41
1158, 3554, 55
491, 618, 70
505, 543, 34
691, 944, 135
654, 430, 106
554, 2789, 76
737, 2242, 36
761, 222, 49
1065, 3531, 66
913, 2066, 21
853, 1558, 22
796, 2465, 81
673, 2030, 29
798, 639, 36
984, 2880, 116
535, 652, 50
775, 486, 145
1150, 3769, 115
635, 1126, 115
851, 392, 133
514, 369, 61
638, 1227, 92
639, 1484, 12
568, 811, 56
640, 1546, 24
462, 963, 50
635, 1419, 31
473, 2612, 52
604, 1423, 41
450, 750, 0
575, 1320, 17
598, 1054, 56
604, 980, 32
626, 1659, 117
645, 1761, 18
839, 1654, 163
670, 1204, 102
975, 2247, 117
484, 218, 48
563, 791, 42
550, 555, 40
689, 1534, 94
435, 235, 0
797, 284, 82
1054, 3467, 131
647, 842, 88
740, 2657, 85
840, 1621, 139
1109, 2387, 35
474, 483, 61
630, 714, 71
600, 544, 83
509, 235, 56
549, 582, 52
755, 1961, 89
615, 1193, 32
590, 1214, 51
1500, 3523, 168
598, 372, 81
564, 1425, 0
705, 1303, 90
697, 1257, 93
676, 2499, 87
540, 1025, 7
468, 186, 34
751, 2824, 0
525, 604, 41
699, 1340, 70
637, 982, 50
919, 3140, 165
838, 300, 131
687, 1259, 92
731, 924, 68
581, 86, 39
501, 315, 42
404, 92, 0
522, 891, 37
829, 931, 62
541, 193, 63
605, 393, 65
573, 499, 56
545, 1895, 66
568, 118, 86
500, 454, 37
779, 2420, 55
